Issue_Key,Issue_Id,Fields_Summary,Fields_Priority_Name,Fields_Priority_Id,Fields_Assignee_AccountID,Fields_Project_Key,Fields_Project_Id,Fields_Created,Fields_Status_Name,Fields_Status_Category_Key,Fields_Issue_Type_Id,Fields_Issue_Type_Name,Fields_Reporter_AccountId,Fields_Updated,Fields_Duedate,Fields_Time_Estimate,Fields_Time_Original_Estimate
SD-1296,11307,LIC Dev & Infra Patching this Tuesday,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,21/03/2022,Closed,done,10004,Change,609202e4000224006a96105f,48:22.7,,,
SD-1295,11306,Service Desk Ticket Edited: T20220317.0079 - URGENT - SSAM AE UdderOverall - Anvil file copy to zprefect (Livestock Improvement Corporation),3 - Routine,3,5ce772674401890dcab40be3,SD,10000,18/03/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,43:11.3,,,
SD-1294,11305,LIC Batch prod: copy NZL files to dev's /oltpe1 directory for March,3 - Routine,3,5ce772674401890dcab40be3,SD,10000,17/03/2022,Closed,done,10002,Service Request,5ce772674401890dcab40be3,01:03.4,,,
SD-1293,11304,NZHL - Key vaults should have purge protection enabled,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,17/03/2022,Closed,done,10004,Change,5cca25b8ab0c3c0e37e26e80,15:30.2,,0,
SD-1292,11303,FW: Kordia SecOps Client Advisory - Veeam Data Backup Solution,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,16/03/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:0969058d-afd9-405a-9c48-53d201fc99c2,15:13.1,,,
SD-1291,11302,LIC Acceptance & AU East Licensing Servers Patching this Thursday,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,16/03/2022,Closed,done,10004,Change,609202e4000224006a96105f,23:35.6,,,
SD-1290,11301,VBM365 (VBO) Windows Server should be patched regularly (automated) [Metlifecare managed service],4 - Service Request,4,6.26857E+23,SD,10000,15/03/2022,Closed,done,10002,Service Request,5cd36088ee37080febef894c,01:08.8,,0,
SD-1289,11300,Review VBO v6 for possible use with Metlifecare managed service,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,15/03/2022,Closed,done,10002,Service Request,5cd36088ee37080febef894c,35:31.5,,,
SD-1288,11299,Service Desk Ticket Edited: T20220314.0088 - zprefect (licazsbatchd01) file issue preventing copybook generation (Livestock Improvement Corporation),3 - Routine,3,5ce772674401890dcab40be3,SD,10000,15/03/2022,Closed,done,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,27:05.9,,,
SD-1287,11298,ProCare prod: create PriorityClasses,3 - Routine,3,62437973fd5e450070432282,SD,10000,14/03/2022,Resolved,done,10004,Change,5ce772674401890dcab40be3,44:01.3,,,
SD-1286,11297,ProCare prod: AKS upgrade to v1.21.9 from 1.20.9,3 - Routine,3,5ce772674401890dcab40be3,SD,10000,14/03/2022,Resolved,done,10004,Change,5ce772674401890dcab40be3,40:30.3,,,
SD-1285,11296,ProCare prod: upgrade Secret Store CSI driver v1.1.1 and Azure Provider v1.1.0,3 - Routine,3,5ce772674401890dcab40be3,SD,10000,14/03/2022,Resolved,done,10004,Change,5ce772674401890dcab40be3,18:46.0,,,
SD-1284,11295,ProCare prod: Upgrade ingress-controllers to v1.1.2,3 - Routine,3,62437973fd5e450070432282,SD,10000,14/03/2022,Resolved,done,10004,Change,5ce772674401890dcab40be3,22:32.8,,0,
SD-1283,11294,ProCare prod: Ingress anti-affinity and log real IPs,3 - Routine,3,5ce772674401890dcab40be3,SD,10000,14/03/2022,Closed,done,10004,Change,5ce772674401890dcab40be3,15:20.3,,,
SD-1282,11293,ProCare Prod: New Relic upgrade and enable lowDataMode ,3 - Routine,3,5ce772674401890dcab40be3,SD,10000,14/03/2022,Closed,done,10004,Change,5ce772674401890dcab40be3,15:30.5,,,
SD-1281,11292,Veeam Patching Recommendation (NZHL),3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,14/03/2022,Closed,done,10002,Service Request,5cd36088ee37080febef894c,14:35.1,,,
SD-1280,11291,Atlas Gentech - Remove Monitoring Internet Traffic on Fortigate 60F ,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,11/03/2022,Resolved,done,10004,Change,5cca25b8ab0c3c0e37e26e80,54:57.9,,,
SD-1279,11290,LIC Acceptance Patching Thursday 17th March 2022,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,11/03/2022,Closed,done,10004,Change,5cd36088ee37080febef894c,55:44.3,,,
SD-1278,11289,LIC Dev & Infra Patching 15th March 2022,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,11/03/2022,Closed,done,10004,Change,5cd36088ee37080febef894c,20:37.3,,,
SD-1277,11288,Update VBO to v6 in SecureVault 365 (Metlifecare backups),4 - Service Request,4,6.26857E+23,SD,10000,11/03/2022,In Progress,indeterminate,10002,Service Request,5cd36088ee37080febef894c,37:12.4,,0,
SD-1276,11287,T20220308.0075 - Add adm_andiw0 as an owner to LIC Azure,3 - Routine,3,5cbfd25c3d24270e75a8fa93,SD,10000,10/03/2022,Done,done,10006,Task,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:2018b2dc-6398-4922-8099-22878f102f0d,07:26.0,,,
SD-1275,11286,Service Desk Ticket Edited: T20220308.0075 - Subscription owner changes [attn Emrge/Kordia] (Livestock Improvement Corporation),3 - Routine,3,5cbfd25c3d24270e75a8fa93,SD,10000,10/03/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,01:03.3,,,
SD-1274,11285,INX0474250 RE: Corp wifi dropping off. SecureW2. Partners Life.,3 - Routine,3,5cd36088ee37080febef894c,SD,10000,10/03/2022,Closed,done,10001,Incident,5cd36088ee37080febef894c,56:10.9,,,
SD-1273,11284,Log4j SecureW2. Partners Life.,3 - Routine,3,60dbf3433136170077af97fb,SD,10000,10/03/2022,Closed,done,10002,Service Request,60dbf3433136170077af97fb,47:01.7,,,
SD-1272,11283,Fuji office printers that don’t appear to support 802.1x properly. SecureW2 (Partners Life),3 - Routine,3,60dbf3433136170077af97fb,SD,10000,10/03/2022,Completed,done,10005,Problem,5cd36088ee37080febef894c,51:54.9,,,
SD-1271,11282,iOS devices cannot connect to SSID using Jamf. SecureW2 38027. (Partners Life),3 - Routine,3,61e4f2a609633b0069a64d50,SD,10000,10/03/2022,Closed,done,10005,Problem,5cd36088ee37080febef894c,01:14.6,,,
SD-1270,11281,Access to Azure Vulnerability reports,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,10/03/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:fc54412c-a5e3-4688-8813-c726a6b42e57,33:40.8,,,
SD-1269,11280,Samba config update for read-only/write lists on shares,3 - Routine,3,5ce772674401890dcab40be3,SD,10000,10/03/2022,Resolved,done,10004,Change,5ce772674401890dcab40be3,07:17.2,,,
SD-1268,11279,Aruba switches not recovering after SecureW2 failover test - 1st December 2021,3 - Routine,3,5cd36088ee37080febef894c,SD,10000,9/03/2022,Done,done,10006,Task,5cd36088ee37080febef894c,23:25.1,,,
SD-1267,11278,SecureW2 Portal static splash page only - 1 December 2021,3 - Routine,3,5cd36088ee37080febef894c,SD,10000,9/03/2022,Done,done,10006,Task,5cd36088ee37080febef894c,08:00.1,,,
SD-1266,11277,Service Desk Ticket Edited: T20220309.0053 - Cannot remove files from D101300 to clean up Alert bin (Livestock Improvement Corporation),3 - Routine,3,5ce772674401890dcab40be3,SD,10000,9/03/2022,Closed,done,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,57:15.8,,,
SD-1265,11276,RE: Office Licensing,3 - Routine,3,60c7e8ce9469280070548279,SD,10000,9/03/2022,Closed,done,10002,Service Request,6060dfd40a6b3f0069580f88,30:46.6,,,
SD-1264,11275,Review Azure Advisor recommendations for LIC,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,8/03/2022,Closed,done,10002,Service Request,5cd36088ee37080febef894c,41:27.3,,,
SD-1263,11274,Review & document Veeam install on Nutanix hosts (installed by Umbrellar) at LIC,2 - High,2,5cca25b8ab0c3c0e37e26e80,SD,10000,8/03/2022,Closed,done,10002,Service Request,5cd36088ee37080febef894c,23:47.7,,,
SD-1262,11273,Diagnostic Server has stopped collecting data,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,7/03/2022,Closed,done,10005,Problem,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:4095b4f9-6046-4cd8-9275-8965f8c8ebdf,14:21.2,,0,
SD-1261,11272,O365 License Decrease,3 - Routine,3,60c7e8ce9469280070548279,SD,10000,4/03/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:0969058d-afd9-405a-9c48-53d201fc99c2,46:35.6,,,
SD-1260,11271,Notification - Important change in MS Intune with immediate impact. SecureW2. Partners Life.,3 - Routine,3,60dbf3433136170077af97fb,SD,10000,4/03/2022,Closed,done,10002,Service Request,60dbf3433136170077af97fb,46:36.3,,0,
SD-1259,11270,Service Desk Ticket Edited: T20220302.0058 - ETP monthly server list required - February (Livestock Improvement Corporation),3 - Routine,3,60c7e8ce9469280070548279,SD,10000,2/03/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,52:09.3,,,
SD-1258,11269,FW: Quote SW-2706 - Microsoft 365 migration,3 - Routine,3,5cbfd25c3d24270e75a8fa93,SD,10000,1/03/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:086f82a5-0f2f-4e09-9d0a-081bba2194e5,49:56.1,,0,
SD-1257,11268,New PLL Test4 environment,3 - Routine,3,5cbfd25c3d24270e75a8fa93,SD,10000,1/03/2022,Closed,done,10002,Service Request,5cbfd25c3d24270e75a8fa93,01:03.2,,,
SD-1256,11267,apps.farmax.co.nz certificate expired,4 - Service Request,4,5ce772674401890dcab40be3,SD,10000,1/03/2022,Closed,done,10001,Incident,5ce772674401890dcab40be3,01:03.0,,0,
SD-1255,11266,36182 - Orange Network AAD Security Review - MFAT,3 - Routine,3,615a6840a70710006984c390,SD,10000,1/03/2022,Closed,done,10011,Project,60c7e8ce9469280070548279,43:29.4,,0,
SD-1254,11265,36244 - CAF and LZ Design and Deploy - Radio NZ,3 - Routine,3,60dbf3433136170077af97fb,SD,10000,1/03/2022,Closed,done,10011,Project,60c7e8ce9469280070548279,43:29.7,,0,
SD-1253,11264,36531 - Azure Health Check - NXP,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,1/03/2022,Closed,done,10011,Project,60c7e8ce9469280070548279,43:29.9,,,
SD-1252,11263,NZHL - There should be more than one owner assigned to subscriptions,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,28/02/2022,Closed,done,10004,Change,5cca25b8ab0c3c0e37e26e80,42:39.1,,0,
SD-1251,11262,NZHL - Secure transfer to storage accounts should be enabled,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,28/02/2022,Closed,done,10004,Change,5cca25b8ab0c3c0e37e26e80,16:19.1,,0,
SD-1250,11261,Service Desk Ticket Edited: T20220228.0047 - Allow access to licazebatchp01 from R&D devtest labs machines (Livestock Improvement Corporation),3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,28/02/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,14:10.2,,,
SD-1249,11260,FW: [EXTERNAL] RE: P3 | NZHL-14 | Azure AD - Multiple authentication failures followed by no success,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,28/02/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:0969058d-afd9-405a-9c48-53d201fc99c2,30:26.0,,,
SD-1248,11259,LIC Batch Production Server Patching this Tuesday night,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,28/02/2022,Closed,done,10004,Change,609202e4000224006a96105f,03:08.4,,,
SD-1247,11258,36414 - BC Dynamics Dev Environment Deployment - Electra,3 - Routine,3,60dbf3433136170077af97fb,SD,10000,25/02/2022,Closed,done,10011,Project,60c7e8ce9469280070548279,43:30.1,,7200,
SD-1246,11257,NZHL - Email notification to subscription owner for high severity alerts should be enabled,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,24/02/2022,Closed,done,10004,Change,5cca25b8ab0c3c0e37e26e80,30:54.8,,0,
SD-1245,11256,NZHL - Log Analytics agent should be installed on virtual machines,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,24/02/2022,Closed,done,10004,Change,5cca25b8ab0c3c0e37e26e80,06:16.0,,0,
SD-1244,11255,36615 - Azure Migration - Sealink,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,24/02/2022,Closed,done,10011,Project,60c7e8ce9469280070548279,43:30.3,00:00.0,,
SD-1243,11254,LIC Dev & Infra Patching this Tuesday,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,21/02/2022,Closed,done,10004,Change,609202e4000224006a96105f,14:42.1,,,
SD-1242,11253,36565 - Design & Build - NZGT,3 - Routine,3,5cbfd25c3d24270e75a8fa93,SD,10000,18/02/2022,Closed,done,10011,Project,5cbfd25c3d24270e75a8fa93,43:30.5,,284400,604800
SD-1241,11252,35281 - WAF and API Management Onboarding - Southern Cross,3 - Routine,3,5cbfd25c3d24270e75a8fa93,SD,10000,18/02/2022,Closed,done,10011,Project,60c7e8ce9469280070548279,43:30.7,,23400,
SD-1240,11251,LIC Production  Patching February,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,18/02/2022,Closed,done,10004,Change,609202e4000224006a96105f,05:59.8,,,
SD-1239,11250,34438 - Ongoing SME Support - KiwiRail ,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,17/02/2022,Closed,done,10011,Project,60c7e8ce9469280070548279,43:30.8,,0,
SD-1238,11249,File Locked in Azure Files,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,16/02/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:0969058d-afd9-405a-9c48-53d201fc99c2,58:56.5,,,
SD-1237,11248,File Locked in Azure Files,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,16/02/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:0969058d-afd9-405a-9c48-53d201fc99c2,58:53.7,,0,
SD-1235,11246,"Expired Certificate - old DSM, password reset not working",3 - Routine,3,5ce772674401890dcab40be3,SD,10000,15/02/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:07bc7307-bf8c-40c2-97a4-c706fa5b67f4,08:57.6,,3600,
SD-1234,11245,Outlook Issue,3 - Routine,3,5cbfd25c3d24270e75a8fa93,SD,10000,14/02/2022,Closed,done,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:0969058d-afd9-405a-9c48-53d201fc99c2,01:02.4,,0,
SD-1233,11244,LIC Accp & MF Licensing Patching Feb 2022,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,14/02/2022,Closed,done,10004,Change,5cd36088ee37080febef894c,16:40.6,,,
SD-1232,11243,GitHub access request,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,14/02/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:07bc7307-bf8c-40c2-97a4-c706fa5b67f4,15:06.6,,0,
SD-1231,11242,LIC Dev & Infra Patching Feb 2022,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,14/02/2022,Closed,done,10004,Change,5cd36088ee37080febef894c,40:43.4,,,
SD-1230,11241,[New Relic] Is Ready = 0 for at least 10 minutes on 'devops-agent-deployment-68fd55cb55-x8b48',3 - Routine,3,5ce772674401890dcab40be3,SD,10000,12/02/2022,Closed,done,10001,Incident,5ce772674401890dcab40be3,43:31.9,,,
SD-1229,11240,Service Desk Ticket Edited: T20220211.0023 - Access to Anvil directory – oltpp1 / data / P15612 from WinSCP (Livestock Improvement Corporation),3 - Routine,3,5ce772674401890dcab40be3,SD,10000,11/02/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,07:42.1,,,
SD-1228,11239,RE: Kordia Ref. INX0480937 || Kordia Connection ,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,11/02/2022,Closed,done,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:6d9378aa-6e5c-4d62-9ae7-0aff47d87d41,01:04.6,,,
SD-1227,11238,Re: Kordia Ref. INX0480937 || Kordia Connection ,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,11/02/2022,Closed,done,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:e47b2817-58df-42cb-9cc6-ae229eb99ecd,04:21.2,,,
SD-1226,11237,Re: Kordia Ref. INX0480937 || Kordia Connection ,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,11/02/2022,Closed,done,10005,Problem,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:e47b2817-58df-42cb-9cc6-ae229eb99ecd,08:00.4,,,
SD-1225,11236,FW: HTTP access to nzhl_mac,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,10/02/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:e47b2817-58df-42cb-9cc6-ae229eb99ecd,36:52.8,,,
SD-1224,11235,Newstead Nutanix Hosts: Deploy Crowdstrike,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,9/02/2022,Closed,done,10004,Change,5cca25b8ab0c3c0e37e26e80,40:36.9,,,
SD-1223,11234,Azure B2C,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,9/02/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:07bc7307-bf8c-40c2-97a4-c706fa5b67f4,16:17.0,,0,
SD-1222,11233,NZHL - External accounts with read permissions should be removed from your subscription,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,9/02/2022,Closed,done,10002,Service Request,5cca25b8ab0c3c0e37e26e80,43:05.6,,0,
SD-1221,11232,NZHL - Guest Configuration extension should be installed on machines,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,8/02/2022,Closed,done,10002,Service Request,5cca25b8ab0c3c0e37e26e80,07:13.6,,0,
SD-1220,11231,"FW: Your Ticket #8092 \Fw: Integration To Cloud Failed. See record 1731939  at 03/02/2022 13:42\"" - expired certificates""",3 - Routine,3,5ce772674401890dcab40be3,SD,10000,4/02/2022,Closed,done,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:086f82a5-0f2f-4e09-9d0a-081bba2194e5,28:46.7,,,
SD-1219,11230,Farmax housekeeping: API returns 401,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,3/02/2022,Closed,done,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:99afc95d-8757-4384-a095-5f919c390d32,54:59.7,,0,
SD-1218,11229,Production AKS node aks-lin01-22697143-vmss000001 down,4 - Service Request,4,5ce772674401890dcab40be3,SD,10000,2/02/2022,Closed,done,10001,Incident,5ce772674401890dcab40be3,23:22.7,,,
SD-1217,11228,LIC Veeam Timeout Removing Expired LICAZSBATCHD01 Restore Points [Veeam Case #05217451],3 - Routine,3,5cd36088ee37080febef894c,SD,10000,2/02/2022,Closed,done,10005,Problem,5cd36088ee37080febef894c,30:02.0,,,
SD-1216,11227,Queen St Nutanix Hosts: Deploy Crowdstrike,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,2/02/2022,Closed,done,10004,Change,5cca25b8ab0c3c0e37e26e80,25:52.0,,,
SD-1215,11226,Atlas Gentech - Firewall and Internet migration to Kordia MFW,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,2/02/2022,Closed,done,10004,Change,5cca25b8ab0c3c0e37e26e80,37:01.9,,,
SD-1214,11225,LIC Nutanix Newstead Prism Graphs missing data [CASE 01146117],4 - Service Request,4,62437973fd5e450070432282,SD,10000,2/02/2022,Pending,indeterminate,10001,Incident,5cd36088ee37080febef894c,09:23.9,,,
SD-1213,11221,LIC Batch Samba file share fixup,3 - Routine,3,5ce772674401890dcab40be3,SD,10000,2/02/2022,Closed,done,10004,Change,5ce772674401890dcab40be3,20:39.3,,,
SD-1212,11220,FW: Andy's access to our Azure - resolved? NZHL,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,2/02/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:e47b2817-58df-42cb-9cc6-ae229eb99ecd,57:10.1,,0,
SD-1211,11219,LIC \anvil and oltpp1ro1 query ,3 - Routine,3,5ce772674401890dcab40be3,SD,10000,1/02/2022,Closed,done,10001,Incident,60c7e8ce9469280070548279,22:18.8,,,
SD-1210,11218,Disable Jacky's access ,3 - Routine,3,60c7e8ce9469280070548279,SD,10000,28/01/2022,Closed,done,10002,Service Request,60c7e8ce9469280070548279,05:29.1,,,
SD-1209,11217,R&D - CAF + Landing Zone,3 - Routine,3,60dbf3433136170077af97fb,SD,10000,28/01/2022,Closed,done,10011,Project,60c7e8ce9469280070548279,43:31.0,,0,
SD-1208,11216,FW: Farmax security certificate,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,27/01/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:3b20daf2-0a4e-4aeb-9cd6-f12a9fdd7ae9,04:22.2,,,
SD-1207,11215,"Node \NotReady\"" aks-lin01-82287930-vmss000001""",3 - Routine,3,5ce772674401890dcab40be3,SD,10000,27/01/2022,Closed,done,10001,Incident,5ce772674401890dcab40be3,23:41.9,,,
SD-1206,11214,LIC Batch Production ASR Test in March,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,26/01/2022,Closed,done,10004,Change,5cd36088ee37080febef894c,01:20.8,,,
SD-1205,11213,licazelicensi01 deploy CrowdStrike sensor,3 - Routine,3,5ce772674401890dcab40be3,SD,10000,24/01/2022,Closed,done,10004,Change,5ce772674401890dcab40be3,28:50.9,,,
SD-1204,11212,"licazsmonit01, licazslicensi01 deploy CrowdStrike sensor",3 - Routine,3,5ce772674401890dcab40be3,SD,10000,24/01/2022,Closed,done,10004,Change,5ce772674401890dcab40be3,31:02.6,,,
SD-1203,11211,licazebatchp01: Deploy Crowdstrike and remove Trend software,3 - Routine,3,5ce772674401890dcab40be3,SD,10000,24/01/2022,Closed,done,10004,Change,5ce772674401890dcab40be3,28:37.1,,,
SD-1202,11210,licazsbatcha01: Deploy Crowdstrike and remove Trend software,3 - Routine,3,5ce772674401890dcab40be3,SD,10000,24/01/2022,Closed,done,10004,Change,5ce772674401890dcab40be3,28:29.0,,,
SD-1201,11209,licazsbatchd01: Deploy Crowdstrike and remove Trend software,3 - Routine,3,5ce772674401890dcab40be3,SD,10000,24/01/2022,Closed,done,10004,Change,5ce772674401890dcab40be3,28:21.0,,,
SD-1200,11208,35419 - Identity Preparation and SSO SoW for Turners,3 - Routine,3,615a6840a70710006984c390,SD,10000,21/01/2022,Closed,done,10011,Project,60c7e8ce9469280070548279,43:31.2,,0,
SD-1199,11207,Service Desk Ticket Edited: T20220120.0015 - Attn Emrge : File copy request from hardhead to zprefect no.2 (Livestock Improvement Corporation),3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,20/01/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,01:04.1,,,
SD-1198,11206,Service Desk Ticket Edited: T20220120.0006 - Attn Emrge : File copy request from hardhead to zprefect (Livestock Improvement Corporation),3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,20/01/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,01:04.0,,,
SD-1197,11205,licazsbatcha01 alert for high load avg (due to reboot),3 - Routine,3,5ce772674401890dcab40be3,SD,10000,19/01/2022,Closed,done,10001,Incident,5ce772674401890dcab40be3,01:04.8,,,
SD-1196,11204,Service Desk Ticket Edited: T20220119.0030 - Attn Emrge - copy files from hardhead to licazsbatcha01 ASAP (Livestock Improvement Corporation),3 - Routine,3,,SD,10000,19/01/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,01:53.3,,,
SD-1195,11203,Service Desk Ticket Edited: T20220118.0040 - WinSCP Not connected - Urgent (Livestock Improvement Corporation),3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,18/01/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,39:58.6,,,
SD-1194,11202,LIC Veeam Updater ,3 - Routine,3,5cd36088ee37080febef894c,SD,10000,18/01/2022,Closed,done,10004,Change,5cd36088ee37080febef894c,27:13.6,,,
SD-1193,11201,"Prometheus upgrade and tweak, enable Alertmanager. Secret Store Azure provider CPU limit increase. Procare.",3 - Routine,3,5ce772674401890dcab40be3,SD,10000,18/01/2022,Closed,done,10004,Change,5ce772674401890dcab40be3,56:08.3,,,
SD-1192,11200,Metlifecare - Change VBO to use certificate,3 - Routine,3,6.26857E+23,SD,10000,17/01/2022,Resolved,done,10004,Change,5cd36088ee37080febef894c,36:26.3,,1800,
SD-1191,11199,Metlifecare - Add Sharepoint into VBO Backups,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,17/01/2022,Closed,done,10004,Change,5cd36088ee37080febef894c,13:56.2,,,
SD-1190,11198,36211 - LIC Crowdstrike Deploy,2 - High,2,5cd36088ee37080febef894c,SD,10000,17/01/2022,Closed,done,10011,Project,5cd36088ee37080febef894c,17:57.2,,23400,115200
SD-1187,11195,LIC Queen St Nutanix Cluster patching,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,14/01/2022,Closed,done,10004,Change,5e9d294aca2a1d0c2e291362,25:09.2,,,
SD-1185,11193,LIC Newstead Nutanix Cluster patching,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,14/01/2022,Closed,done,10004,Change,5e9d294aca2a1d0c2e291362,25:01.8,,,
SD-1184,11192,36041 - Sentinel Deployment Advisory Powerco,3 - Routine,3,,SD,10000,12/01/2022,Closed,done,10011,Project,60c7e8ce9469280070548279,44:33.5,,,
SD-1182,11190,Service Desk Ticket Edited: T20220111.0070 - ETP monthly server list required (December) (Livestock Improvement Corporation),3 - Routine,3,60c7e8ce9469280070548279,SD,10000,11/01/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,32:44.2,,,
