Issue_Key,Issue_Id,Fields_Summary,Fields_Priority_Name,Fields_Priority_Id,Fields_Assignee_AccountID,Fields_Project_Key,Fields_Project_Id,Fields_Created,Fields_Status_Name,Fields_Status_Category_Key,Fields_Issue_Type_Id,Fields_Issue_Type_Name,Fields_Reporter_AccountId,Fields_Updated,Fields_Duedate,Fields_Time_Estimate,Fields_Time_Original_Estimate
SD-1181,11189,Service Desk Ticket Edited: T20211224.0006 - URGENT - SSAM - Teatl-ength file download ASAP this morning 24/12 (Livestock Improvement Corporation),3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,24/12/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,01:12.8,,,
SD-1180,11188,36009 - Azure support for PCI Compliance KiwiRail,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,23/12/2021,Closed,done,10011,Project,60c7e8ce9469280070548279,56:09.0,,32400,
SD-1179,11187,LIC VBA number of daily restore points keeps increasing past 31,3 - Routine,3,5cd36088ee37080febef894c,SD,10000,23/12/2021,Closed,done,10001,Incident,5cd36088ee37080febef894c,02:22.8,,,
SD-1178,11186,LIC Veeam backup jobs failed - [Error] AZS-SC3-01 (0 instances),3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,23/12/2021,Closed,done,10005,Problem,5e9d294aca2a1d0c2e291362,27:36.8,,,
SD-1177,11185,35896 - Azure AD B2C Security Reviews - Southern Cross,3 - Routine,3,615a6840a70710006984c390,SD,10000,22/12/2021,Closed,done,10011,Project,60c7e8ce9469280070548279,43:31.5,,0,
SD-1176,11184,LIC VBA number of daily restore points keeps increasing past 31,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,21/12/2021,Closed,done,10001,Incident,5cd36088ee37080febef894c,45:04.6,,,
SD-1175,11183,Farmax: Housekeeping production,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,17/12/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:99afc95d-8757-4384-a095-5f919c390d32,02:22.0,,0,
SD-1174,11182,34406 - Centralised Log Management Strategy Engagement PFR,3 - Routine,3,5cd36088ee37080febef894c,SD,10000,17/12/2021,Closed,done,10011,Project,60c7e8ce9469280070548279,43:31.6,00:00.0,300600,576000
SD-1173,11181,Service Desk Ticket Edited: T20211216.0027 - SSAM - Teat length - New load files to download from hardhead (Livestock Improvement Corporation),3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,16/12/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,28:04.5,,,
SD-1172,11180,Please apply LIC Veeam licensing to VBA,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,16/12/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:2018b2dc-6398-4922-8099-22878f102f0d,00:02.3,,,
SD-1171,11179,Authority to connect NZHL Azure to NZHL Databases,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,15/12/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:fc54412c-a5e3-4688-8813-c726a6b42e57,21:26.7,,,
SD-1170,11178,35759 - Go Fast CAF and Landing Zone [Electra],3 - Routine,3,5cd36088ee37080febef894c,SD,10000,15/12/2021,Closed,done,10011,Project,60c7e8ce9469280070548279,43:31.8,,0,
SD-1169,11177,FW: NZHL Backup Policies,3 - Routine,3,5cd36088ee37080febef894c,SD,10000,14/12/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:0969058d-afd9-405a-9c48-53d201fc99c2,37:09.6,,,
SD-1168,11176,FW: Zero-day RCE exploit found in log4j2 Java library CVE-2021-44228,3 - Routine,3,,SD,10000,14/12/2021,Done,done,10006,Task,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:086f82a5-0f2f-4e09-9d0a-081bba2194e5,39:41.3,,,
SD-1167,11175,FW: Igor Stychinsky NZHL,3 - Routine,3,60c7e8ce9469280070548279,SD,10000,14/12/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:0969058d-afd9-405a-9c48-53d201fc99c2,46:31.5,,,
SD-1166,11174,FW: Zero-day RCE exploit found in log4j2 Java library CVE-2021-44228,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,14/12/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:2018b2dc-6398-4922-8099-22878f102f0d,01:03.0,,,
SD-1165,11173,Password unlock request,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,14/12/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:07bc7307-bf8c-40c2-97a4-c706fa5b67f4,39:09.2,,0,
SD-1164,11172,Farmax: access to housekeeping,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,13/12/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:99afc95d-8757-4384-a095-5f919c390d32,06:28.8,,0,
SD-1163,11171,Azure AD B2C Directory Deployment NZHL,3 - Routine,3,5cbfd25c3d24270e75a8fa93,SD,10000,12/12/2021,Closed,done,10002,Service Request,5cbfd25c3d24270e75a8fa93,01:26.4,,5400,21600
SD-1162,11170,Apply EMRGE minimum standard tags to NZHL resource groups,4 - Service Request,4,5cca25b8ab0c3c0e37e26e80,SD,10000,10/12/2021,Resolved,done,10004,Change,5cd36088ee37080febef894c,35:39.8,,,
SD-1161,11169,Apply EMRGE minimum standard tags to LIC Azure resource groups,4 - Service Request,4,5e9d294aca2a1d0c2e291362,SD,10000,10/12/2021,Closed,done,10002,Service Request,5cd36088ee37080febef894c,01:02.9,,,
SD-1159,11167,Service Desk Ticket Edited: T20211209.0094 - ETP monthly server list required (November) (Livestock Improvement Corporation),3 - Routine,3,60c7e8ce9469280070548279,SD,10000,10/12/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,06:20.3,,,
SD-1158,11166,Service Desk Ticket Edited: T20211208.0046 - URGENT - Functional Survival - copy Dec AE extract files from anvil to prefect (Livestock Improvement Corporation),3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,8/12/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,01:05.4,,,
SD-1157,11165,LIC Newstead Mellanox firmware update,2 - High,2,5cca25b8ab0c3c0e37e26e80,SD,10000,8/12/2021,Closed,done,10004,Change,5cd36088ee37080febef894c,13:20.4,,,
SD-1156,11164,Service Desk Ticket Edited: T20211208.0034 - Function Survival - Copy files from hardhead to zprefect (Livestock Improvement Corporation),3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,8/12/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,27:11.5,,,
SD-1155,11163,32806 - Continuous/Security Monitoring - Sentinel [Metlifecare],3 - Routine,3,60dbf3433136170077af97fb,SD,10000,8/12/2021,Closed,done,10011,Project,60c7e8ce9469280070548279,43:32.1,,0,
SD-1154,11162,31296 - Palo Alto Firewall VMs on Azure - design / deploy [TCC],3 - Routine,3,60dbf3433136170077af97fb,SD,10000,8/12/2021,Closed,done,10011,Project,60c7e8ce9469280070548279,36:30.8,,0,
SD-1153,11161,NZHL Incorrect IP entered,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,7/12/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:fc54412c-a5e3-4688-8813-c726a6b42e57,26:14.9,,,
SD-1152,11160,LIC azsbackupsto & azebatchsafesto vnet rules,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,6/12/2021,Closed,done,10004,Change,5cd36088ee37080febef894c,50:08.1,,,
SD-1151,11159,33984 - SecureFTX - HDC,3 - Routine,3,5ce772674401890dcab40be3,SD,10000,3/12/2021,Closed,done,10011,Project,60c7e8ce9469280070548279,40:26.0,,0,
SD-1150,11158,LIC Veeam FLR fails [Veeam Case #05163362],3 - Routine,3,62437973fd5e450070432282,SD,10000,3/12/2021,Completed,done,10005,Problem,5cbfd25c3d24270e75a8fa93,19:52.6,,,
SD-1149,11157,BNZi integration [Partners Life],3 - Routine,3,60dbf3433136170077af97fb,SD,10000,3/12/2021,Closed,done,10011,Project,60c7e8ce9469280070548279,43:32.3,,0,
SD-1148,11156,Service Desk Ticket Edited: T20211202.0080 - SSAM - Copy files from hardhead to zprefect (Livestock Improvement Corporation),3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,2/12/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,04:49.0,,,
SD-1147,11155,Requests for firewall changes,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,2/12/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:fc54412c-a5e3-4688-8813-c726a6b42e57,38:49.8,,0,
SD-1146,11154,Deloitte access to SFTP Server,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,2/12/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:fc54412c-a5e3-4688-8813-c726a6b42e57,35:58.3,,0,
SD-1145,11153,Service Desk Ticket Edited: T20211202.0013 - Anvil P15612 - Permission denied (Livestock Improvement Corporation),3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,2/12/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,14:40.6,,,
SD-1144,11152,Enable network restriction for storage account - azeasrcachesto,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,2/12/2021,Resolved,done,10004,Change,5e9d294aca2a1d0c2e291362,42:30.4,,,
SD-1143,11151,Turn on Azure Policy for NZHL,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,1/12/2021,Resolved,done,10004,Change,5cd36088ee37080febef894c,13:25.5,,,
SD-1142,11150,Turn on Azure Policy for LIC,4 - Service Request,4,5cca25b8ab0c3c0e37e26e80,SD,10000,1/12/2021,Closed,done,10002,Service Request,5cd36088ee37080febef894c,27:59.6,,,
SD-1141,11149,Firewall Settings ,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,1/12/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:fc54412c-a5e3-4688-8813-c726a6b42e57,21:31.8,,0,
SD-1140,11148,Queen St Mellanox firmware upgrade to v3.9.3210,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,30/11/2021,Closed,done,10004,Change,5e9d294aca2a1d0c2e291362,18:25.1,,,
SD-1139,11147,FW: Fixed IP for DB and FTP connections,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,30/11/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:fc54412c-a5e3-4688-8813-c726a6b42e57,05:42.4,,0,
SD-1138,11146,Housekeeping deployment,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,29/11/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:07bc7307-bf8c-40c2-97a4-c706fa5b67f4,28:33.9,,0,
SD-1137,11145,Possible blocked requests to the dn sftp box,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,26/11/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:fc54412c-a5e3-4688-8813-c726a6b42e57,51:41.7,,,
SD-1136,11144,FW: Possible blocked requests to the dn sftp box,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,26/11/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:e47b2817-58df-42cb-9cc6-ae229eb99ecd,25:33.7,,,
SD-1135,11143,Service Desk Ticket Edited: T20211122.0048 - AE Load file copy from Hardhead to zprefect (Livestock Improvement Corporation),3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,22/11/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,01:07.4,,,
SD-1134,11142,Access to DebtNav Backend Server,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,22/11/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:e47b2817-58df-42cb-9cc6-ae229eb99ecd,17:32.0,,0,
SD-1133,11141,Farmax pasture growth forecaster,3 - Routine,3,5cbfd25c3d24270e75a8fa93,SD,10000,19/11/2021,Closed,done,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:07bc7307-bf8c-40c2-97a4-c706fa5b67f4,01:07.2,,,
SD-1132,11140,35051 - Separation/Migration Project Management - NZGT,3 - Routine,3,5cbfd25c3d24270e75a8fa93,SD,10000,18/11/2021,Closed,done,10011,Project,5cbfd25c3d24270e75a8fa93,43:32.5,,418500,792000
SD-1131,11139,LIC Batch Production Server Patching 1:00AM 24th November 2021,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,17/11/2021,Resolved,done,10004,Change,609202e4000224006a96105f,38:11.1,,,
SD-1130,11138,Service Desk Ticket Edited: T20211117.0048 - Copy AE load files from hardhead to DIGAD test (zprefect:/oltpe1/) (Livestock Improvement Corporation),3 - Routine,3,5cbfd25c3d24270e75a8fa93,SD,10000,17/11/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,56:24.5,,,
SD-1129,11137,Service Desk Ticket Edited: T20211117.0017 - Following closer of LSD-83959 - Access to P15612 WinSCP still unable to access 'Anvil' (Livestock Improvement Corporation),3 - Routine,3,5cbfd25c3d24270e75a8fa93,SD,10000,17/11/2021,Closed,done,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,21:30.9,,,
SD-1128,11136,FW: Cost/Security Assessments and Support Proposal,3 - Routine,3,60c7e8ce9469280070548279,SD,10000,17/11/2021,Closed,done,10002,Service Request,6060dfd40a6b3f0069580f88,57:06.8,,,
SD-1127,11135,Newstead Nutanix Cluster Upgrade - 25th Nov 2021,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,16/11/2021,Resolved,done,10004,Change,5e9d294aca2a1d0c2e291362,05:57.2,,,
SD-1126,11134,Queen St Nutanix Cluster Upgrade - 18th Nov 2021,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,16/11/2021,Resolved,done,10004,Change,5e9d294aca2a1d0c2e291362,15:11.7,,,
SD-1125,11133,FW: Farmax web services down,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,15/11/2021,Closed,done,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:07bc7307-bf8c-40c2-97a4-c706fa5b67f4,10:16.1,,0,
SD-1124,11132,LIC Acceptance & AU East Infra Servers Patching on 16th Nov 2021,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,15/11/2021,Resolved,done,10004,Change,609202e4000224006a96105f,46:14.9,,,
SD-1123,11131,Veeam Backup Jobs Failed to Backup Azure VMs,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,14/11/2021,Completed,done,10005,Problem,5cca25b8ab0c3c0e37e26e80,52:00.6,,,
SD-1122,11130,34934 - M365 Security Review and Remediation ClanWilliam,3 - Routine,3,615a6840a70710006984c390,SD,10000,12/11/2021,Closed,done,10011,Project,60c7e8ce9469280070548279,43:32.7,,0,
SD-1121,11129,Service Desk Ticket Edited: T20211111.0046 - Copy AE Load directory pre-run state for this Friday (Livestock Improvement Corporation),3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,11/11/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,01:09.2,,,
SD-1120,11128,34960 - Cloud Discovery,3 - Routine,3,615a6840a70710006984c390,SD,10000,11/11/2021,Closed,done,10011,Project,60c7e8ce9469280070548279,38:59.9,,0,144000
SD-1119,11127,32484 - Fraedom Azure Spend,3 - Routine,3,5cd36088ee37080febef894c,SD,10000,11/11/2021,Closed,done,10011,Project,60c7e8ce9469280070548279,43:32.8,,86400,86400
SD-1118,11126,30951 - ICG Azure Migration,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,10/11/2021,Closed,done,10011,Project,60c7e8ce9469280070548279,52:07.3,,250200,288000
SD-1117,11125,34496 -  Identity Review for Existing Apps Metlifecare,3 - Routine,3,615a6840a70710006984c390,SD,10000,10/11/2021,Closed,done,10011,Project,60c7e8ce9469280070548279,43:33.1,,152100,216000
SD-1116,11124,LIC Dev & Infra Patching 11th Nov 2021,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,10/11/2021,Resolved,done,10004,Change,609202e4000224006a96105f,35:59.3,,,
SD-1115,11123,Service Desk Ticket Edited: T20211109.0050 - Barbara Baucke requires access to P15612 (via WinSCP) (Livestock Improvement Corporation),3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,9/11/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,01:09.4,,,
SD-1114,11122,34496 - CAF and Landing Zone [Metlifecare],3 - Routine,3,60dbf3433136170077af97fb,SD,10000,9/11/2021,Closed,done,10011,Project,60c7e8ce9469280070548279,43:33.3,,0,158400
SD-1113,11121,32965 - Safeguard - Sentinel Managed Service [SCHS],3 - Routine,3,60dbf3433136170077af97fb,SD,10000,8/11/2021,Closed,done,10011,Project,60c7e8ce9469280070548279,43:33.4,,0,
SD-1112,11120,30446 - SecOps Safeguard - Sentinel [FrameCAD] ,3 - Routine,3,60dbf3433136170077af97fb,SD,10000,8/11/2021,Closed,done,10011,Project,60c7e8ce9469280070548279,02:00.0,,0,
SD-1111,11119,List of actions from LIC monthly report,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,8/11/2021,Closed,done,10011,Project,5cd36088ee37080febef894c,49:19.1,,,
SD-1110,11118,FW: [Failed] nzh-pol-pd-aue-02 (4 objects) 3 failed,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,5/11/2021,Closed,done,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:b227c65b-918b-4c5c-9357-47a93cb05d1a,36:35.7,,,
SD-1109,11117,34498 | 33703 - Azure Stack HCI Implementation Migration Watercare ,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,5/11/2021,Closed,done,10011,Project,60c7e8ce9469280070548279,43:33.6,,490500,1080000
SD-1108,11116,Service Desk Ticket Edited: T20211105.0018 - URGENT - SSAM - AR run setup assistance required (Livestock Improvement Corporation),3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,5/11/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,43:56.3,,,
SD-1107,11115,32701 - Review existing Sentinel Architecture for Optimal Deployment [Skyline],3 - Routine,3,60dbf3433136170077af97fb,SD,10000,5/11/2021,Closed,done,10011,Project,60c7e8ce9469280070548279,36:22.3,,0,
SD-1106,11114,33933 - Review existing Sentinel Architecture for Optimal Deployment ,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,4/11/2021,Closed,done,10011,Project,60c7e8ce9469280070548279,43:33.8,,0,
SD-1105,11113,Service Desk Ticket Edited: T20211104.0105 - ETP monthly server list required for October (Livestock Improvement Corporation),3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,4/11/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,01:08.7,,,
SD-1104,11112,33355 - Future State Network Implementation - SecureW2,3 - Routine,3,60dbf3433136170077af97fb,SD,10000,4/11/2021,Closed,done,10011,Project,60c7e8ce9469280070548279,43:33.9,,,
SD-1103,11111,"Set a cost alarm for LIC Azure at $6,500 per month",2 - High,2,5e9d294aca2a1d0c2e291362,SD,10000,4/11/2021,Closed,done,10002,Service Request,5cd36088ee37080febef894c,16:41.8,,,
SD-1102,11110,34553 - AWS Security Configuration Review - Flux Federation,3 - Routine,3,5ce772674401890dcab40be3,SD,10000,4/11/2021,Closed,done,10011,Project,60c7e8ce9469280070548279,22:16.1,,0,
SD-1101,11109,FW: A Planned Maintenance Window has been scheduled - CHG0038506 - Planned maintenance - Kordia Internet Gateway,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,3/11/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:4095b4f9-6046-4cd8-9275-8965f8c8ebdf,40:33.1,,,
SD-1100,11108,LIC FW: Veaam Solution - capacity requirements - nutanix,3 - Routine,3,5cd36088ee37080febef894c,SD,10000,3/11/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:2018b2dc-6398-4922-8099-22878f102f0d,49:51.7,,,
SD-1098,11106,NZHL Setting up VNET Peering between Hub and Debtnav,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,2/11/2021,Closed,done,10002,Service Request,5cca25b8ab0c3c0e37e26e80,49:37.7,,0,
SD-1097,11105,33785 - Sentinel design work for SBS Bank,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,2/11/2021,Closed,done,10011,Project,5cd36088ee37080febef894c,28:35.8,00:00.0,0,28800
SD-1096,11104,FW: Connectivity issues to SFTP Server,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,1/11/2021,Closed,done,10005,Problem,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:e47b2817-58df-42cb-9cc6-ae229eb99ecd,41:34.8,,,
SD-1095,11103,Service Desk Ticket Edited: T20211101.0040 - Urgent SSAM : Copy bin file from hardhead to prefect (Livestock Improvement Corporation),3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,1/11/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,01:04.2,,,
SD-1094,11102,34735 - CEO Summit Meeting Platform Security Review (MFAT),3 - Routine,3,60dbf3433136170077af97fb,SD,10000,27/10/2021,Closed,done,10011,Project,60c7e8ce9469280070548279,08:43.2,,0,
SD-1093,11101,LIC Batch Production Server Patching this Tuesday night,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,25/10/2021,Canceled,done,10004,Change,609202e4000224006a96105f,25:04.3,,,
SD-1092,11100,32806 - Azure Active Directory - Identity Protection (IP),3 - Routine,3,615a6840a70710006984c390,SD,10000,21/10/2021,Closed,done,10011,Project,60c7e8ce9469280070548279,40:26.2,,131400,144000
SD-1091,11099,32806 - Azure Active Directory - Conditional Access (CA),3 - Routine,3,615a6840a70710006984c390,SD,10000,21/10/2021,Closed,done,10011,Project,60c7e8ce9469280070548279,40:26.4,,249300,432000
SD-1090,11098,Service Desk Ticket Edited: T20211021.0052 - Require access to Anil P1data (x) drive (Livestock Improvement Corporation),3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,21/10/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,01:05.0,,,
SD-1089,11097,32806 - Azure Active Directory - Privileged Identity Management (PIM),3 - Routine,3,615a6840a70710006984c390,SD,10000,21/10/2021,Closed,done,10011,Project,60c7e8ce9469280070548279,40:26.8,,0,144000
SD-1088,11096,Schedule Firewall Reboot to Release Memory Usage,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,20/10/2021,Resolved,done,10004,Change,5cca25b8ab0c3c0e37e26e80,33:49.2,,,
SD-1087,11095,FW: SSH Access for DebtNav SFTP Server,3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,20/10/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:e47b2817-58df-42cb-9cc6-ae229eb99ecd,19:43.0,,0,
SD-1086,11094,Farmax Approval permissions,3 - Routine,3,5e9d294aca2a1d0c2e291362,SD,10000,20/10/2021,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:07bc7307-bf8c-40c2-97a4-c706fa5b67f4,47:59.3,,0,
SD-1085,11093,"Set up Azure Migrate for the New Lab, and document it in Confluence ",3 - Routine,3,5cca25b8ab0c3c0e37e26e80,SD,10000,19/10/2021,Closed,done,10002,Service Request,5cd36088ee37080febef894c,06:16.4,,,
